sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,is_high_sessions,is_high_drives,is_high_total_sessions,is_high_driven_km_drives,is_high_duration_minutes_drives,is_high_total_navigations_fav1,is_high_total_navigations_fav2,sessions_per_day_after_onboarding,total_sessions_per_day_after_onboarding,drives_per_activity_day,drives_per_driving_day,km_per_drive,minutes_per_drive,km_per_driving_day,minutes_per_driving_day,percent_sessions_in_last_month,total_favorite_navigations,has_favorite_navigation,favorite_navigations_per_session,actual_churn,predicted_churn,churn_probability,error_type,predicted_churn_threshold,risk_tier,behavior_cluster
19,19,51.01535732,801,177,0,3707.480063,2161.960372,1,1,iPhone,0,0,0,0,0,0,0,0.0237203495630461,0.0636895846691635,19.0,19.0,195.13052963157892,113.787388,3707.480063,2161.960372,0.3724368699570249,177,1,3.469543472757548,1,1,0.5527060949699935,True Positive,1,High Risk,2
256,206,284.9440873,1066,254,85,2854.934563,1486.626313,8,3,iPhone,1,1,0,0,0,0,0,0.2401500938086304,0.267302145684803,25.75,68.66666666666667,13.858905645631069,7.21663258737864,951.6448543333332,495.5421043333333,0.8984218708510118,339,1,1.1897070867909882,0,1,0.4203243055162724,False Positive,1,High Risk,0
97,94,151.1082355,808,275,0,3014.678371,1388.229167,4,2,iPhone,0,0,0,0,0,0,0,0.120049504950495,0.1870151429455445,23.5,47.0,32.0710465,14.768395393617022,1507.3391855,694.1145835,0.641923980377628,275,1,1.8198875732355435,1,1,0.4542776046749714,True Positive,1,High Risk,2
105,105,107.170143,1141,264,22,1492.833664,608.0158536,5,1,iPhone,0,0,0,0,0,0,0,0.0920245398773006,0.0939265056967572,21.0,105.0,14.217463466666668,5.7906271771428575,1492.833664,608.0158536,0.9797504889024922,286,1,2.668653712629645,0,1,0.3917487101854677,False Positive,1,High Risk,2
256,206,384.8264158,1646,0,0,1797.471861,539.9071821,2,2,iPhone,1,1,0,0,0,0,0,0.1555285540704738,0.2337949063183475,103.0,103.0,8.725591558252427,2.6209086509708737,898.7359305,269.95359105,0.6652349981427652,0,0,0.0,0,1,0.4528232495796827,False Positive,1,High Risk,1
57,46,334.5778401,212,47,132,2800.058576,1496.488694,0,0,Android,0,0,0,0,0,0,1,0.2688679245283019,1.5781973589622642,0.0,0.0,60.87083860869565,32.53236291304348,0.0,0.0,0.1703639427613126,179,1,0.5350025570925431,1,1,0.5204652809167515,True Positive,1,High Risk,2
8,7,153.9422111,591,112,79,4935.265068,2355.6376,4,3,Android,0,0,0,0,0,0,0,0.0135363790186125,0.2604775145516074,1.75,2.333333333333333,705.0378668571428,336.5196571428572,1645.088356,785.2125333333333,0.051967552907261,191,1,1.2407253256608577,0,1,0.4349729355283342,False Positive,1,High Risk,2
62,50,90.45563045,257,81,91,1424.868936,961.2773662,2,2,iPhone,0,0,0,0,0,0,0,0.2412451361867704,0.3519674336575875,25.0,25.0,28.49737872,19.225547324,712.434468,480.6386831,0.6854189141301817,172,1,1.9014847295224395,0,1,0.4578461457738891,False Positive,1,High Risk,2
131,105,152.4862723,1906,489,49,11271.94166,3709.551253,5,1,iPhone,0,0,0,1,0,1,0,0.0687303252885624,0.0800032908184679,21.0,105.0,107.35182533333334,35.329059552380954,11271.94166,3709.551253,0.8590937270882449,538,1,3.528186451705922,0,1,0.5754668018329054,False Positive,1,High Risk,2
35,28,395.9327097,395,45,31,3362.687471,1883.398474,6,1,iPhone,0,0,0,0,0,0,0,0.0886075949367088,1.0023612903797467,4.666666666666667,28.0,120.09598110714286,67.26423121428572,3362.687471,1883.398474,0.0883988595600491,76,1,0.1919518093303924,0,1,0.4891576359949859,False Positive,1,High Risk,2
75,60,165.2932674,2246,46,142,10234.69178,5656.102327,7,2,iPhone,0,0,0,1,1,0,1,0.0333926981300089,0.0735945090828138,8.571428571428571,30.0,170.57819633333332,94.26837211666664,5117.34589,2828.0511635,0.4537389887665806,188,1,1.137372398508229,0,1,0.405068567615111,False Positive,1,High Risk,2
20,16,99.47239216,438,330,106,1993.492584,939.3320777,6,2,iPhone,0,0,0,0,0,0,0,0.045662100456621,0.2271059181735159,2.6666666666666665,8.0,124.5932865,58.70825485625,996.746292,469.66603885,0.2010608126105007,436,1,4.383125714908916,0,1,0.4394241123507356,False Positive,1,High Risk,0
171,139,197.1771057,96,332,0,1489.771267,67.16308468,4,4,iPhone,0,0,0,0,0,0,0,1.78125,2.053928184375,34.75,34.75,10.717778899280576,0.4831876595683453,372.44281675,16.79077117,0.8672406433441223,332,1,1.683765459592097,0,1,0.5177798734621422,False Positive,1,High Risk,0
33,33,176.625699,1172,326,7,1497.116939,804.000853,2,0,iPhone,0,0,0,0,0,0,0,0.0281569965870307,0.150704521331058,16.5,0.0,45.36717996969697,24.363662212121213,0.0,0.0,0.1868357786371733,333,1,1.8853428571569304,0,1,0.4362485021841161,False Positive,1,High Risk,2
40,32,52.76008722,314,0,0,1724.225763,904.4785419,0,0,iPhone,0,0,0,0,0,0,0,0.1273885350318471,0.168025755477707,0.0,0.0,53.88205509375,28.264954434375,0.0,0.0,0.7581488603915162,0,0,0.0,0,1,0.3992475867230906,False Positive,1,High Risk,2
92,74,135.08158,1242,214,2,3134.067702,1199.977159,1,0,iPhone,0,0,0,0,0,0,0,0.074074074074074,0.1087613365539452,74.0,0.0,42.35226624324324,16.215907554054056,0.0,0.0,0.6810699134552616,216,1,1.5990337098514835,0,1,0.5089689336107568,False Positive,1,High Risk,2
272,219,564.2714848,88,0,90,3529.33898,2078.426838,11,11,Android,1,1,1,0,0,0,0,3.090909090909091,6.412175963636364,19.90909090909091,19.90909090909091,16.11570310502283,9.490533506849314,320.84899818181816,188.94789436363635,0.482037471903099,90,1,0.1594976929091136,1,1,0.3917625052440653,True Positive,1,High Risk,0
54,44,233.038966,142,19,147,1076.770721,882.7146395,4,1,Android,0,0,0,0,0,0,1,0.380281690140845,1.6411194788732393,11.0,44.0,24.47206184090909,20.06169635227273,1076.770721,882.7146395,0.2317209045632308,166,1,0.7123272251388209,1,1,0.5034616220612314,True Positive,1,High Risk,2
1,1,19.81982244,2144,468,0,5862.481732,2473.788633,1,1,iPhone,0,0,0,0,0,1,0,0.0004664179104477,0.0092443201679104,1.0,1.0,5862.481732,2473.788633,5862.481732,2473.788633,0.0504545387844554,468,1,23.61272415112514,0,1,0.6323424891339907,False Positive,1,High Risk,2
510,409,820.1076236,1824,38,40,2036.536358,1608.014038,3,3,Android,1,1,1,0,0,0,0,0.2796052631578947,0.4496204076754386,136.33333333333334,136.33333333333334,4.979306498777507,3.931574665036675,678.8454526666667,536.0046793333333,0.6218696001888989,78,1,0.0951094682641845,0,1,0.4577272556218933,False Positive,1,High Risk,1
65,54,176.061466,794,146,84,11789.78666,5886.4249,1,0,Android,0,0,0,1,1,0,0,0.0818639798488665,0.2217398816120906,54.0,0.0,218.3293825925926,109.00786851851852,0.0,0.0,0.369189246669115,230,1,1.306361949752253,1,1,0.5294755014300055,True Positive,1,High Risk,2
99,99,192.7016272,2872,197,0,2091.199569,599.9158934,1,0,Android,0,0,0,0,0,0,0,0.0344707520891364,0.0670966668523676,99.0,0.0,21.12322796969697,6.059756498989898,0.0,0.0,0.5137476078354568,197,1,1.022305845894798,1,1,0.4089264936170888,True Positive,1,High Risk,2
30,28,111.8213875,572,0,7,3854.633257,2356.939461,2,0,Android,0,0,0,0,0,0,0,0.0524475524475524,0.1954919361888112,14.0,0.0,137.66547346428572,84.17640932142857,0.0,0.0,0.2682849915451102,7,1,0.0625998313605257,1,1,0.3840229545721621,True Positive,1,High Risk,2
79,72,135.5474268,124,1,120,5079.161194,2467.880301,1,1,iPhone,0,0,0,0,0,0,0,0.6370967741935484,1.0931244096774195,72.0,72.0,70.54390547222222,34.27611529166667,5079.161194,2467.880301,0.582821834873814,121,1,0.892676481262424,1,1,0.7044251867166096,True Positive,1,High Risk,2
1,1,64.15592624,454,0,71,2915.542965,795.3139259,9,3,iPhone,0,0,0,0,0,0,0,0.0022026431718061,0.1413126128634361,0.1111111111111111,0.3333333333333333,2915.542965,795.3139259,971.847655,265.10464196666663,0.0155870245916038,71,1,1.1066787460038705,0,1,0.3994195127300429,False Positive,1,High Risk,0
210,170,240.3149923,1896,68,5,6624.463459,4994.904141,2,2,iPhone,0,0,0,0,1,0,0,0.110759493670886,0.1267484136603375,85.0,85.0,38.9674321117647,29.38178906470588,3312.2317295,2497.4520705,0.8738530958478199,73,1,0.3037679809375755,0,1,0.5666060454506358,False Positive,1,High Risk,1
69,64,499.9258093,233,193,36,2124.661834,1422.588535,7,7,Android,0,0,1,0,0,0,0,0.296137339055794,2.1456043317596567,9.142857142857142,9.142857142857142,33.19784115625,22.227945859375,303.5231191428571,203.2269335714286,0.1380204796720024,229,1,0.4580679687665007,0,1,0.4069729354544205,False Positive,1,High Risk,0
14,13,257.2545914,1901,125,100,7334.418652,3775.60018,5,2,iPhone,0,0,0,0,0,0,0,0.0073645449763282,0.1353259291951604,2.6,6.5,564.1860501538462,290.4307830769231,3667.209326,1887.80009,0.0544207974046678,225,1,0.8746199582893043,0,1,0.4240038571432289,False Positive,1,High Risk,2
45,36,375.0220048,152,0,0,6856.725647,5676.420131,12,5,iPhone,0,0,0,0,1,0,0,0.2960526315789473,2.4672500315789474,3.0,7.2,190.4646013055556,157.6783369722222,1371.3451294,1135.2840262,0.1199929588771693,0,0,0.0,1,1,0.4090782324038424,True Positive,1,High Risk,0
66,53,144.7140936,2631,669,29,6606.675141,2628.819826,7,2,iPhone,0,0,0,0,0,1,0,0.0250855188141391,0.0550034563283922,7.571428571428571,26.5,124.6542479433962,49.6003740754717,3303.3375705,1314.409913,0.4560716814661374,698,1,4.823303540353999,0,1,0.454538573042247,False Positive,1,High Risk,0
81,72,489.2115038,513,285,0,9620.508722,6035.219078,8,8,iPhone,0,0,1,1,1,0,0,0.1578947368421052,0.9536286623781676,9.0,9.0,133.61817669444446,83.82248719444445,1202.56359025,754.40238475,0.1655725578217688,285,1,0.5825701108543719,1,1,0.405548701621294,True Positive,1,High Risk,0
124,99,239.1103347,1231,316,0,5691.397865,4238.914879,5,2,Android,0,0,0,0,0,0,0,0.1007311129163281,0.1942407268074736,19.8,49.5,57.48886732323232,42.81732201010101,2845.6989325,2119.4574395,0.5185890444910158,316,1,1.321565629509363,0,1,0.5255874241733622,False Positive,1,High Risk,2
16,14,24.12997471,2273,359,13,4898.17104,3249.806731,1,1,Android,0,0,0,0,0,0,0,0.0070391553013638,0.0106159149626044,14.0,14.0,349.86936000000003,232.1290522142857,4898.17104,3249.806731,0.6630757053122498,372,1,15.416510148509808,0,1,0.4856414317188253,False Positive,1,High Risk,2
106,93,470.49418,117,105,50,3196.465125,1769.968054,7,4,iPhone,0,0,1,0,0,0,0,0.905982905982906,4.021317777777777,13.285714285714286,23.25,34.37059274193548,19.031914559139786,799.11628125,442.4920135,0.2252950291542395,155,1,0.3294408445179917,1,1,0.5104211266999427,True Positive,1,High Risk,0
157,127,384.0469478,1243,339,0,3811.665057,1160.606354,6,4,Android,0,0,0,0,0,0,0,0.1263073209975865,0.3089677777956556,21.166666666666668,31.75,30.01311068503937,9.138632708661415,952.91626425,290.1515885,0.4088041863094322,339,1,0.8827045806299206,0,1,0.3854231700106551,False Positive,1,High Risk,0
43,35,107.9306285,695,246,100,3700.656856,1290.755446,2,0,iPhone,0,0,0,0,0,0,0,0.0618705035971223,0.1552958683453237,17.5,0.0,105.73305302857143,36.87872702857143,0.0,0.0,0.3984040545080306,346,1,3.205762857204153,1,1,0.464582619891578,True Positive,1,High Risk,2
188,151,190.8872644,969,222,0,3599.809662,2655.876357,1,1,iPhone,0,0,0,0,0,0,0,0.1940144478844169,0.1969940809081527,151.0,151.0,23.839799086092714,17.588585145695365,3599.809662,2655.876357,0.9848745048074564,222,1,1.1629901067407198,1,1,0.7011014699733318,True Positive,1,High Risk,1
39,32,50.51492537,764,554,0,2709.926989,1029.018218,5,5,iPhone,0,0,0,0,0,1,0,0.0510471204188481,0.0661190122643979,6.4,6.4,84.68521840625,32.1568193125,541.9853978,205.8036436,0.7720490471745104,554,1,10.967055695760994,0,1,0.4129279375726977,False Positive,1,High Risk,0
43,36,73.56043995,886,0,0,9464.793134,3283.717123,2,2,Android,0,0,0,1,0,0,0,0.0485327313769751,0.0830253272573363,18.0,18.0,262.9109203888889,91.21436452777778,4732.396567,1641.8585615,0.5845533282458297,0,0,0.0,0,1,0.467000058850392,False Positive,1,High Risk,2
53,53,88.32387804,1002,201,0,5293.298726,949.0099149,4,1,iPhone,0,0,0,0,0,0,0,0.0528942115768463,0.0881475828742514,13.25,53.0,99.87356086792452,17.905847450943398,5293.298726,949.0099149,0.6000642315093709,201,1,2.2757152930827087,0,1,0.4472666575943643,False Positive,1,High Risk,2
29,28,44.64079331,198,124,27,711.7132792,237.8693134,3,0,iPhone,0,0,0,0,0,0,0,0.1464646464646464,0.225458552070707,9.333333333333334,0.0,25.4183314,8.495332621428572,0.0,0.0,0.6496300323028467,151,1,3.3825563750941323,0,1,0.403102696616344,False Positive,1,High Risk,2
17,16,88.93260989,737,0,11,11127.13723,4659.938621,7,1,iPhone,0,0,0,1,0,0,0,0.0230664857530529,0.1206683987652645,2.2857142857142856,16.0,695.446076875,291.2461638125,11127.13723,4659.938621,0.191155977779435,11,1,0.1236891620925755,1,1,0.4791640949070017,True Positive,1,High Risk,2
162,130,457.0940995,355,227,44,5860.24512,2099.01395,1,0,iPhone,0,0,1,0,0,0,0,0.4563380281690141,1.2875890126760563,130.0,0.0,45.07880861538461,16.146261153846154,0.0,0.0,0.3544128007279166,271,1,0.592875734551021,0,1,0.6704349016561243,False Positive,1,High Risk,2
7,7,60.65513455,2230,447,75,5164.220501,4053.152827,3,2,Android,0,0,0,0,0,1,0,0.0031390134529147,0.0271996119058295,2.333333333333333,3.5,737.7457858571428,579.0218324285714,2582.1102505,2026.5764135,0.1154065529972515,522,1,8.606031523509332,1,1,0.494906359894524,True Positive,1,High Risk,2
45,37,163.8364172,217,295,65,2742.385401,1130.532278,2,2,Android,0,0,0,0,0,0,0,0.2073732718894009,0.755006530875576,18.5,18.5,74.11852435135135,30.55492643243243,1371.1927005,565.266139,0.2746642093928797,360,1,2.1973136751430378,1,1,0.5479815460022134,True Positive,1,High Risk,2
63,63,66.1822558,719,26,59,8566.735573,5721.883299,4,2,Android,0,0,0,0,1,0,0,0.0876216968011126,0.0920476436717663,15.75,31.5,135.97992973015872,90.82354442857142,4283.3677865,2860.9416495,0.9519167825041104,85,1,1.2843321668706251,0,1,0.5295096268241627,False Positive,1,High Risk,2
172,144,372.1826538,2080,42,19,5774.742105,2867.180816,2,0,iPhone,0,0,0,0,0,0,0,0.0826923076923076,0.1789339681730769,72.0,0.0,40.10237572916667,19.91097788888889,0.0,0.0,0.462138679070271,61,1,0.1638980199028286,1,1,0.4043189612909875,True Positive,1,High Risk,2
189,189,198.9258453,1440,54,1,7074.245142,4555.365732,6,2,iPhone,0,0,0,0,0,0,0,0.13125,0.138142948125,31.5,94.5,37.42986847619048,24.10246419047619,3537.122571,2277.682866,0.9501027868699976,55,1,0.2764849379780416,1,1,0.439478811657147,True Positive,1,High Risk,1
3,3,231.4326353,372,201,146,3727.996884,505.8213717,3,3,iPhone,0,0,0,0,0,0,1,0.0080645161290322,0.6221307400537635,1.0,1.0,1242.665628,168.6071239,1242.665628,168.6071239,0.0129627353381305,347,1,1.499356387443772,0,1,0.5345838673092745,False Positive,1,High Risk,2
113,113,168.8900106,1301,81,0,2424.19569,676.2387369,1,0,iPhone,0,0,0,0,0,0,0,0.0868562644119907,0.1298155346656418,113.0,0.0,21.453059203539823,5.984413600884956,0.0,0.0,0.6690745035692478,81,1,0.4796020777797263,0,1,0.4961238971034053,False Positive,1,High Risk,2
26,21,97.93278265,2746,284,0,8018.480267,4279.757621,2,2,iPhone,0,0,0,0,0,0,0,0.009468317552804,0.0356637955753823,10.5,10.5,381.8323936666667,203.79798195238092,4009.2401335,2139.8788105,0.2654882185153553,284,1,2.8999482330138817,0,1,0.4401006669121807,False Positive,1,High Risk,2
73,61,188.0961852,1794,45,239,4042.699407,2624.022018,7,1,Android,0,0,0,0,0,0,1,0.0406911928651059,0.1048473719063545,8.714285714285714,61.0,66.2737607704918,43.01675439344263,4042.699407,2624.022018,0.3880993116494103,284,1,1.5098658151840072,0,1,0.4311509631753961,False Positive,1,High Risk,2
3,3,34.35396438,865,22,10,5387.11242,3840.229914,5,3,iPhone,0,0,0,0,0,0,0,0.0034682080924855,0.0397155657572254,0.6,1.0,1795.70414,1280.076638,1795.70414,1280.076638,0.0873261661104394,32,1,0.9314791051780208,1,1,0.4306688523075506,True Positive,1,High Risk,2
95,86,117.8731974,1266,537,0,2210.295544,1303.198167,6,6,iPhone,0,0,0,0,0,1,0,0.0750394944707741,0.0931067909952606,14.333333333333334,14.333333333333334,25.701110976744182,15.153467058139537,368.38259066666666,217.1996945,0.8059508191469489,537,1,4.555743051388543,1,1,0.4010155389950189,True Positive,1,High Risk,0
137,110,231.7682646,430,149,161,1319.462273,268.1628643,6,5,Android,0,0,0,0,0,0,1,0.3186046511627907,0.5389959641860466,18.33333333333333,22.0,11.995111572727271,2.437844220909091,263.8924546,53.63257286,0.5911076748857013,310,1,1.3375429139749446,0,1,0.3933855248303336,False Positive,1,High Risk,0
5,4,112.4820144,1167,591,17,7850.338733,4545.449526,8,8,Android,0,0,0,0,0,1,0,0.0042844901456726,0.0963856164524421,0.5,0.5,1962.58468325,1136.3623815,981.292341625,568.18119075,0.0444515510028063,608,1,5.405308601941254,0,1,0.4857168160132781,False Positive,1,High Risk,0
239,191,310.7587184,1187,19,20,4537.867891,1808.335726,3,0,iPhone,0,0,0,0,0,0,0,0.2013479359730413,0.2618017846672283,63.66666666666666,0.0,23.75847063350785,9.467726314136126,0.0,0.0,0.7690854217398523,39,1,0.1254992947608963,0,1,0.4347234112502655,False Positive,1,High Risk,2
173,139,262.3139226,415,10,7,6669.23433,2719.504187,3,0,Android,0,0,0,0,0,0,0,0.416867469879518,0.6320817412048193,46.333333333333336,0.0,47.98010309352518,19.56477832374101,0.0,0.0,0.6595151270861289,17,1,0.0648078448581745,0,1,0.4641224501258152,False Positive,1,High Risk,2
103,84,117.408428,720,25,0,4455.222323,1422.367429,3,2,iPhone,0,0,0,0,0,0,0,0.1430555555555555,0.1630672611111111,28.0,42.0,53.03836098809524,16.932945583333332,2227.6111615,711.1837145,0.8772794402800453,25,1,0.2129319029805935,1,1,0.4107052194908026,True Positive,1,High Risk,2
79,65,174.0759878,289,643,91,2525.333914,2066.541521,6,1,Android,0,0,0,0,0,1,0,0.273356401384083,0.6023390581314879,10.833333333333334,65.0,38.85129098461538,31.79294647692308,2525.333914,2066.541521,0.4538247980000834,734,1,4.216549389013434,1,1,0.6777286811845271,True Positive,1,High Risk,0
112,90,209.7658664,185,290,31,6779.408346,265.8031108,5,0,iPhone,0,0,0,0,0,0,0,0.6054054054054054,1.133869548108108,18.0,0.0,75.3267594,2.953367897777778,0.0,0.0,0.5339286220496359,321,1,1.530277568552974,0,1,0.4975961413803898,False Positive,1,High Risk,2
7,7,30.43563988,94,0,15,1799.341831,792.7935768,1,0,Android,0,0,0,0,0,0,0,0.0744680851063829,0.3237834029787234,7.0,0.0,257.048833,113.25622525714286,0.0,0.0,0.2299935216607642,15,1,0.4928432607016376,1,1,0.4137574085868934,True Positive,1,High Risk,2
161,129,505.6786178,675,25,10,5566.432673,2594.801317,2,0,Android,0,0,1,0,0,0,0,0.2385185185185185,0.7491535078518519,64.5,0.0,43.150640875969,20.114738891472868,0.0,0.0,0.3183840374751159,35,1,0.0692139211902425,1,1,0.4934213042293217,True Positive,1,High Risk,2
8,8,176.9838314,936,84,199,8162.727506,1958.216329,5,0,Android,0,0,0,0,0,0,1,0.0085470085470085,0.1890852899572649,1.6,0.0,1020.34093825,244.777041125,0.0,0.0,0.0452018692143648,283,1,1.5990161234581566,0,1,0.4191421374085698,False Positive,1,High Risk,2
317,273,351.0051031,468,0,0,2859.131839,610.1253503,5,5,Android,1,1,0,0,0,0,0,0.6773504273504274,0.7500109040598291,54.6,54.6,10.4730103992674,2.2348913930402934,571.8263678000001,122.02507006,0.9031207728899826,0,0,0.0,1,1,0.4194162612549372,True Positive,1,High Risk,1
19,19,27.04504488,161,0,30,1768.453477,719.3554368,1,1,iPhone,0,0,0,0,0,0,0,0.1180124223602484,0.1679816452173912,19.0,19.0,93.07649878947367,37.86081246315789,1768.453477,719.3554368,0.7025316498568888,30,1,1.1092604997740347,1,1,0.4569897878202145,True Positive,1,High Risk,2
240,193,514.6295525,1638,204,84,5725.431359,2518.525892,4,3,iPhone,0,0,1,0,0,0,0,0.1465201465201465,0.314181655982906,48.25,64.33333333333333,29.66544745595855,13.049356953367877,1908.4771196666668,839.5086306666667,0.4663548737807861,288,1,0.5596258485369434,1,1,0.4479355206457585,True Positive,1,High Risk,1
5,5,273.310445,518,304,30,3042.549723,1124.320006,3,3,iPhone,0,0,0,0,0,0,0,0.0096525096525096,0.5276263416988417,1.6666666666666667,1.6666666666666667,608.5099446,224.8640012,1014.183241,374.7733353333333,0.0182942148442222,334,1,1.222053551594049,1,1,0.4896248385168992,True Positive,1,High Risk,2
164,132,177.9789539,400,424,0,2480.275605,1354.331294,2,1,iPhone,0,0,0,0,0,1,0,0.41,0.44494738475,66.0,132.0,18.789966704545453,10.26008556060606,2480.275605,1354.331294,0.9214572645041263,424,1,2.3823041472545703,0,1,0.6844901251387222,False Positive,1,High Risk,1
22,19,174.5801962,3120,898,0,8495.584989,2596.770418,1,1,iPhone,0,0,0,0,0,1,0,0.007051282051282,0.0559551910897435,19.0,19.0,447.1360520526316,136.6721272631579,8495.584989,2596.770418,0.1260165842338536,898,1,5.143767847363664,0,1,0.6156538652682179,False Positive,1,High Risk,2
127,104,172.1306915,2492,0,0,7656.74426,1515.311604,1,1,iPhone,0,0,0,0,0,0,0,0.0509630818619582,0.0690733111958266,104.0,104.0,73.62254096153846,14.570303884615385,7656.74426,1515.311604,0.7378114785532015,0,0,0.0,0,1,0.4783594023392526,False Positive,1,High Risk,2
4,4,256.6296675,330,440,4,6134.036395,1939.702784,16,8,iPhone,0,0,0,0,0,1,0,0.0121212121212121,0.777665659090909,0.25,0.5,1533.50909875,484.925696,766.754549375,242.462848,0.0155866624422914,444,1,1.7301195310943542,0,1,0.3903794714563032,False Positive,1,High Risk,0
41,35,87.39451329,871,489,54,3821.074192,1355.223416,5,5,iPhone,0,0,0,0,0,1,0,0.0470723306544202,0.1003381323650976,7.0,7.0,109.17354834285716,38.72066902857143,764.2148384,271.0446832,0.4691370025020938,543,1,6.213204691674071,1,1,0.4312254535989153,True Positive,1,High Risk,0
71,57,134.6325678,510,18,0,4821.454855,1568.524952,3,0,iPhone,0,0,0,0,0,0,0,0.1392156862745098,0.2639854270588235,19.0,0.0,84.58692728070176,27.517981614035087,0.0,0.0,0.5273612556025244,18,1,0.1336972197302174,0,1,0.3884855087197151,False Positive,1,High Risk,2
34,34,207.4010028,788,131,10,3824.911441,2956.858084,3,0,iPhone,0,0,0,0,0,0,0,0.0431472081218274,0.2631992421319797,11.333333333333334,0.0,112.49739532352942,86.96641423529411,0.0,0.0,0.1639336335937909,141,1,0.6798424216683682,0,1,0.4066020517770332,False Positive,1,High Risk,2
42,35,147.0449551,3191,18,0,5278.699663,3253.871442,1,1,Android,0,0,0,0,0,0,0,0.0131620181761203,0.0460811517079285,35.0,35.0,150.8199903714286,92.96775548571428,5278.699663,3253.871442,0.2856269361396132,18,1,0.1224115440598342,0,1,0.3995540008660224,False Positive,1,High Risk,2
166,137,280.6649613,1994,164,293,7072.616036,2391.949787,3,3,iPhone,0,0,0,0,0,0,1,0.0832497492477432,0.1407547448846539,45.66666666666666,45.66666666666666,51.62493456934307,17.459487496350366,2357.538678666667,797.3165956666667,0.5914525248577939,457,1,1.6282759268675409,1,1,0.4767831991197457,True Positive,1,High Risk,2
